fecha,product_name,category_off,ventas,precio
2024-05-09,Frijol pinto 1 kg,beans-dry,3,48.55
2024-05-09,Verdolaga,fruits-vegetables,33,28.16
2024-05-09,Sal fina 750 g,salt,4,47.33
2024-05-09,Puré de tomate 210 g,canned-tomato,3,48.01
2024-05-09,Chuleta de cerdo 1 kg,pork-fresh,7,50.79
2024-05-09,Queso cottage 200 g,cheese-fresh,6,79.47
2024-05-09,Aceite vegetal 1 L,oil-vegetable,3,33.79
2024-05-09,Queso cheddar 200 g,cheese-hard,15,72.48
2024-05-09,Tortillas de maíz 1 kg,tortillas-corn,4,20.49
2024-05-09,Frijol negro 1 kg,beans-dry,3,35.31
2024-05-09,Papel Higiénico 4 rollos,toilet-paper,8,41.54
2024-05-09,Jamón enlatado 200 g,canned-meat,9,26.77
2024-05-09,Ron Bacardí Blanco 750 ml,rum,0,21.26
2024-05-09,Cereal de avena 450 g,cereal-box,0,51.29
2024-05-09,Pasta fusilli 500 g,pasta-dry,4,27.85
2024-05-09,Sal yodada 1 kg,salt,2,21.73
2024-05-09,Whisky Black & White 700 ml,whisky,4,51.32
2024-05-09,Pan multigrano 680 g,bread-packaged,4,29.14
2024-05-09,Tuna,fruits-vegetables,3,15.08
2024-05-09,Totopos 200 g,chips,0,32.24
2024-05-09,Elote (maíz tierno),fruits-vegetables,14,30.33
2024-05-09,Café molido 500 g,coffee-ground,1,55.02
2024-05-09,Encendedor desechable,lighter,8,45.75
2024-05-09,Jitomate bola fresco,fresh-tomato,10,50.39
2024-05-09,Plato unicel plano grande No. 9 25 pzas,disposable-plates,8,17.46
2024-05-09,Azúcar estándar 2 kg,sugar-white,9,19.71
2024-05-09,Tapa para vaso unicel 1 L 50 pzas,disposable-lids,1,17.69
2024-05-09,Manzana,fruits-vegetables,23,33.13
2024-05-09,Plato unicel hondo pozolero 20 pzas,disposable-plates,0,45.35
2024-05-09,Sardinas en salsa 155 g,canned-fish,2,31.01
2024-05-09,Totopos 200 g,chips,7,20.0
2024-05-09,Azúcar blanca 1 kg,sugar-white,8,45.19
2024-05-10,Refresco limón 600 ml,soft-drinks,40,49.01
2024-05-10,Acelga,fruits-vegetables,33,33.94
2024-05-10,Toronja (pomelo),fruits-vegetables,20,19.83
2024-05-10,Huevo blanco 12 pzas,eggs,7,65.79
2024-05-10,Zapote negro,fruits-vegetables,11,33.44
2024-05-10,Queso cheddar 200 g,cheese-hard,12,44.34
2024-05-10,Refresco cola 600 ml,soft-drinks,8,42.06
2024-05-10,Vaso unicel térmico 1 L (Litro) 10 pzas,disposable-cups,8,16.75
2024-05-10,Agua mineral 600 ml,bottled-water,20,30.59
2024-05-10,Café molido 500 g,coffee-ground,1,48.09
2024-05-10,Tortillas de maíz 500 g,tortillas-corn,14,23.84
2024-05-10,Papel Higiénico 4 rollos,toilet-paper,4,49.15
2024-05-10,Té negro 20 sobres,tea-bags,9,61.17
2024-05-10,Frijol pinto 1 kg,beans-dry,0,30.06
2024-05-10,Frijoles refritos 430 g,canned-beans,8,59.08
2024-05-10,Ron Bacardí Blanco 750 ml,rum,0,22.04
2024-05-10,Pasta fusilli 500 g,pasta-dry,5,28.57
2024-05-10,Contenedor térmico unicel con tapa (Hamburguesero) 50 pzas,disposable-containers,3,55.59
2024-05-10,Puré de tomate 210 g,canned-tomato,14,46.96
2024-05-10,Pasta espagueti 500 g,pasta-dry,4,50.38
2024-05-10,Huevo orgánico 18 pzas,eggs,25,62.56
2024-05-10,Refresco cola 600 ml,soft-drinks,6,31.09
2024-05-10,Queso panela 400 g,cheese-fresh,13,28.89
2024-05-10,Plato unicel plano grande No. 9 25 pzas,disposable-plates,6,20.29
2024-05-10,Galletas Marías 170 g,cookies,2,53.92
2024-05-10,Tuna,fruits-vegetables,12,15.08
2024-05-10,Helado vainilla 1 L,ice-cream,17,65.78
2024-05-10,Chuleta de cerdo 1 kg,pork-fresh,26,29.09
2024-05-10,Agua purificada 1.5 L,bottled-water,11,45.37
2024-05-10,Jitomate bola fresco,fresh-tomato,4,81.78
2024-05-10,Helado vainilla 1 L,ice-cream,17,28.13
2024-05-10,Galletas de chocolate 110 g,cookies,5,40.31
2024-05-10,Galletas Marías 170 g,cookies,1,59.39
2024-05-10,Puré de tomate 210 g,canned-tomato,8,28.01
2024-05-10,Helado vainilla 1 L,ice-cream,20,50.11
2024-05-10,Muslo de pollo 1 kg,chicken-fresh,17,27.92
2024-05-10,Col (repollo),fruits-vegetables,45,18.58
2024-05-10,Frijol negro 1 kg,beans-dry,2,13.11
2024-05-10,Berro,fruits-vegetables,27,30.21
2024-05-10,Leche Evaporada Carnation 360 g,canned-milk,0,20.16
2024-05-10,Lomo de cerdo 1 kg,pork-fresh,22,61.48
2024-05-10,Tortillas de harina 1 kg,tortillas-flour,9,45.72
2024-05-10,Sal fina 750 g,salt,4,16.91
2024-05-10,Café molido 500 g,coffee-ground,8,15.55
2024-05-10,Arroz blanco 500 g,rice-white-dry,2,40.51
2024-05-10,Plato unicel con divisiones 15 pzas,disposable-plates,9,40.96
2024-05-10,Papas fritas clásicas 170 g,chips,20,39.81
2024-05-10,Mamey,fruits-vegetables,34,25.52
2024-05-10,Refresco cola 600 ml,soft-drinks,2,14.04
2024-05-10,Queso panela 400 g,cheese-fresh,22,67.03
2024-05-10,Yoghurt natural 125 g,yogurt,8,61.53
2024-05-10,Arroz blanco 500 g,rice-white-dry,4,24.61
2024-05-10,Leche descremada UHT 1L,milk-uht,8,53.84
2024-05-10,Queso fresco 250 g,cheese-fresh,9,53.34
2024-05-10,Néctar de durazno 1 L,juice-box,16,29.86
2024-05-10,Galletas Marías 170 g,cookies,3,47.2
2024-05-10,Tortillas de harina 1 kg,tortillas-flour,1,27.56
2024-05-10,Té verde 25 sobres,tea-bags,6,24.03
2024-05-10,Refresco limón 600 ml,soft-drinks,31,23.83
2024-05-10,Agua purificada 1.5 L,bottled-water,10,16.87
2024-05-10,Sal yodada 1 kg,salt,0,42.41
2024-05-10,Sal fina 750 g,salt,4,17.23
2024-05-10,Té negro 20 sobres,tea-bags,3,47.01
2024-05-10,Arroz blanco 1 kg,rice-white-dry,5,18.66
2024-05-10,Plato unicel pastelero No. 6 20 pzas,disposable-plates,6,18.24
2024-05-10,Zanahoria,fruits-vegetables,36,16.05
2024-05-10,Frijoles enteros 560 g,canned-beans,15,24.61
2024-05-10,Azúcar estándar 2 kg,sugar-white,8,16.63
2024-05-10,Café molido 250 g,coffee-ground,1,36.39
2024-05-10,Queso cheddar 200 g,cheese-hard,18,42.15
2024-05-10,Ciruela,fruits-vegetables,13,30.48
2024-05-10,Carne deshebrada enlatada 300 g,canned-meat,4,26.37
2024-05-10,Cerveza Corona Extra 355 ml,beer,9,11.54
2024-05-10,Café molido 250 g,coffee-ground,3,54.78
2024-05-10,Leche descremada UHT 1L,milk-uht,5,31.04
2024-05-10,Café molido 500 g,coffee-ground,1,43.2
2024-05-10,Helado vainilla 1 L,ice-cream,12,52.73
2024-05-10,Pan de caja blanco 680 g,bread-packaged,20,70.24
2024-05-10,Vodka Smirnoff 750 ml,vodka,1,44.21
2024-05-10,Fresa,fruits-vegetables,33,26.94
2024-05-10,Refresco limón 600 ml,soft-drinks,3,39.78
2024-05-10,Pera,fruits-vegetables,6,34.59
2024-05-10,Brandy Presidente 940 ml,brandy,7,44.56
2024-05-10,Higo,fruits-vegetables,7,34.91
2024-05-10,Jugo de naranja 1 L,juice-box,5,25.49
2024-05-10,Detergente líquido 1 L,household-detergent,2,57.2
2024-05-10,Bistec de res 1 kg,beef-fresh,1,51.23
2024-05-10,Arroz blanco 500 g,rice-white-dry,8,50.0
2024-05-10,Aguacate criollo,avocado,8,60.36
2024-05-10,Pañales etapa 4 40 pzas,baby-products,1,49.61
2024-05-10,Espinaca,fruits-vegetables,31,24.6
2024-05-10,Tortillas de maíz 1 kg,tortillas-corn,15,22.76
2024-05-10,Carne deshebrada enlatada 300 g,canned-meat,4,10.48
2024-05-10,Elote (maíz tierno),fruits-vegetables,76,30.33
2024-05-10,Queso cheddar 200 g,cheese-hard,27,54.74
2024-05-10,Atún en aceite 140 g,canned-fish,6,19.28
2024-05-10,Totopos 200 g,chips,0,34.25
2024-05-10,Encendedor desechable,lighter,8,42.75
2024-05-10,Leche descremada UHT 1L,milk-uht,8,51.43
2024-05-10,Jitomate bola fresco,fresh-tomato,4,54.09
2024-05-10,Sardinas en salsa 155 g,canned-fish,1,37.52
2024-05-10,Azúcar blanca 1 kg,sugar-white,8,46.31
2024-05-10,Frijoles refritos 430 g,canned-beans,17,71.73
2024-05-10,Manzana,fruits-vegetables,10,33.13
2024-05-10,Plato unicel hondo pozolero 20 pzas,disposable-plates,4,45.29
2024-05-10,Whisky Black & White 700 ml,whisky,2,54.96
2024-05-10,Aguacate Hass,avocado,48,39.8
2024-05-10,Frijol pinto 1 kg,beans-dry,6,49.3
2024-05-10,Verdolaga,fruits-vegetables,62,28.16
2024-05-10,Sal fina 750 g,salt,4,44.6
2024-05-10,Sal yodada 1 kg,salt,6,20.67
2024-05-10,Queso cheddar 200 g,cheese-hard,14,75.24
2024-05-10,Bistec de res 1 kg,beef-fresh,13,52.42
2024-05-10,Jitomate bola fresco,fresh-tomato,23,37.78
2024-05-10,Cereal de avena 450 g,cereal-box,8,51.69
2024-05-10,Cereal de avena 450 g,cereal-box,4,47.65
2024-05-10,Helado vainilla 1 L,ice-cream,8,77.94
2024-05-10,Frijoles enteros 560 g,canned-beans,14,45.74
2024-05-10,Frijoles refritos 430 g,canned-beans,10,64.31
2024-05-10,Pasta dental 75 ml,toothpaste,6,16.82
2024-05-10,Mango,fruits-vegetables,50,16.2
2024-05-10,Tortillas de maíz 500 g,tortillas-corn,21,32.91
2024-05-10,Granada roja,fruits-vegetables,7,26.54
2024-05-10,Salsa verde 210 g,salsa-jarred,0,21.29
2024-05-10,Refresco cola 600 ml,soft-drinks,5,43.22
2024-05-10,Frijoles enteros 560 g,canned-beans,14,75.93
2024-05-10,Frijoles refritos 430 g,canned-beans,9,22.9
2024-05-10,Refresco Coca-Cola 2.5 L,soda,1,11.37
2024-05-10,Frijoles refritos 430 g,canned-beans,4,47.13
2024-05-10,Helado vainilla 1 L,ice-cream,17,46.51
2024-05-10,Carne deshebrada enlatada 300 g,canned-meat,7,39.0
2024-05-10,Betabel,fruits-vegetables,31,30.22
2024-05-10,Tamarindo,fruits-vegetables,24,33.99
2024-05-10,Jamón enlatado 200 g,canned-meat,13,21.51
2024-05-10,Mandarina,fruits-vegetables,39,25.11
2024-05-10,Agua purificada 1.5 L,bottled-water,13,35.83
2024-05-10,Carne deshebrada enlatada 300 g,canned-meat,3,13.67
2024-05-10,Aceite vegetal 1 L,oil-vegetable,5,33.12
2024-05-10,Tortillas de maíz 1 kg,tortillas-corn,7,23.93
2024-05-10,Frijol negro 1 kg,beans-dry,4,37.53
2024-05-10,Huevo blanco 12 pzas,eggs,10,49.12
2024-05-10,Berenjena,fruits-vegetables,83,20.14
2024-05-10,Queso manchego 200 g,cheese-hard,9,36.81
2024-05-10,Jamón enlatado 200 g,canned-meat,7,13.93
2024-05-10,Queso gouda 300 g,cheese-hard,21,45.77
2024-05-10,Queso gouda 300 g,cheese-hard,5,82.38
2024-05-10,Huevo orgánico 18 pzas,eggs,11,27.87
2024-05-10,Charola unicel para carne 50 pzas,disposable-trays,1,39.3
2024-05-10,Cereal de maíz 500 g,cereal-box,7,12.68
2024-05-10,Sal yodada 1 kg,salt,13,33.54
2024-05-10,Toallas femeninas flujo abundante 10 pzas,personal-care,3,51.59
2024-05-10,Aguacate criollo,avocado,17,53.77
2024-05-10,Salsa roja 210 g,salsa-jarred,6,40.77
2024-05-10,Leche semidescremada UHT 1L,milk-uht,7,18.82
2024-05-10,Frijol pinto 1 kg,beans-dry,4,17.38
2024-05-10,Salsa verde 210 g,salsa-jarred,9,38.55
2024-05-10,Pechuga de pollo fresca 1 kg,chicken-fresh,6,27.05
2024-05-10,Coliflor,fruits-vegetables,19,31.15
2024-05-10,Chayote,fruits-vegetables,64,31.92
2024-05-10,Papas fritas clásicas 170 g,chips,13,14.82
2024-05-10,Vasos desechables unicel 500 ml 20 pzas,disposable-cups,6,16.0
2024-05-10,Mayonesa McCormick 390 g,condiments,5,50.04
2024-05-10,Café molido 500 g,coffee-ground,0,33.89
2024-05-10,Helado vainilla 1 L,ice-cream,24,73.35
2024-05-10,Refresco limón 600 ml,soft-drinks,4,30.63
2024-05-10,Huevo orgánico 18 pzas,eggs,4,49.36
2024-05-10,Jamón enlatado 200 g,canned-meat,2,28.92
2024-05-10,Cereal de avena 450 g,cereal-box,2,50.14
2024-05-10,Ejote,fruits-vegetables,62,32.55
2024-05-10,Azúcar blanca 1 kg,sugar-white,5,53.84
2024-05-10,Jitomate (tomate rojo),fruits-vegetables,198,21.34
2024-05-10,Salsa roja 210 g,salsa-jarred,2,10.97
2024-05-10,Pepino,fruits-vegetables,44,20.82
2024-05-10,Té negro 20 sobres,tea-bags,4,54.73
2024-05-10,Aguacate Hass,avocado,77,48.66
2024-05-10,Papas fritas clásicas 170 g,chips,6,12.51
2024-05-10,Melón,fruits-vegetables,57,17.73
2024-05-10,Sardinas en salsa 155 g,canned-fish,12,43.77
2024-05-10,Chuleta de cerdo 1 kg,pork-fresh,18,75.01
2024-05-10,Tortillas de harina 1 kg,tortillas-flour,15,80.11
2024-05-10,Queso fresco 250 g,cheese-fresh,31,60.93
2024-05-10,Lechuga,fruits-vegetables,34,15.42
2024-05-10,Papaya,fruits-vegetables,181,33.79
2024-05-10,Carne deshebrada enlatada 300 g,canned-meat,2,56.05
2024-05-10,Plato térmico unicel No. 8 25 pzas,disposable-plates,4,52.87
2024-05-10,Vasos desechables plástico 500 ml 20 pzas,disposable-cups,4,53.33
2024-05-10,Sandía,fruits-vegetables,68,17.77
2024-05-10,Aceite vegetal 1 L,oil-vegetable,14,54.69
2024-05-10,Tomate verde (tomatillo),fruits-vegetables,151,21.25
2024-05-10,Calabacita,fruits-vegetables,33,19.4
2024-05-10,Cucharas de plástico pastelero 50 pzas,disposable-cutlery,6,41.02
2024-05-10,Shampoo restauración 400 ml,shampoo,6,27.79
2024-05-10,Azúcar estándar 2 kg,sugar-white,7,35.41
2024-05-10,Guayaba,fruits-vegetables,3,28.82
2024-05-10,Sal fina 750 g,salt,1,16.85
2024-05-10,Nopal,fruits-vegetables,64,15.08
2024-05-10,Jitomate saladet fresco,fresh-tomato,21,74.9
2024-05-10,Queso manchego 200 g,cheese-hard,20,65.41
2024-05-10,Salsa Catsup 340 g,condiments,4,53.93
2024-05-10,Pasta fusilli 500 g,pasta-dry,3,43.64
2024-05-10,Aguacate Hass,avocado,56,42.57
2024-05-10,Leche Condensada La Lechera 387 g,canned-milk,2,33.47
2024-05-10,Jitomate saladet fresco,fresh-tomato,15,26.17
2024-05-10,Tequila José Cuervo Especial 990 ml,tequila,4,57.86
2024-05-10,Brócoli congelado 500 g,frozen-vegetables,5,32.03
2024-05-10,Tortillas de maíz 500 g,tortillas-corn,10,63.52
2024-05-10,Frijol pinto 1 kg,beans-dry,5,35.16
2024-05-10,Néctar de durazno 1 L,juice-box,18,42.95
2024-05-10,Aguacate criollo,avocado,19,70.12
2024-05-10,Pan de caja blanco 680 g,bread-packaged,19,53.11
2024-05-10,Brócoli congelado 500 g,frozen-vegetables,9,78.46
2024-05-10,Aceite vegetal 1 L,oil-vegetable,7,43.54
2024-05-10,Chile verde (jalapeño/serrano),fruits-vegetables,21,27.16
2024-05-10,Galletas Marías 170 g,cookies,4,45.15
2024-05-10,Atún en aceite 140 g,canned-fish,7,24.95
2024-05-10,Tejocote,fruits-vegetables,17,33.79
2024-05-10,Totopos 200 g,chips,3,19.67
2024-05-10,Frijol negro 1 kg,beans-dry,5,43.52
2024-05-10,Atún en agua 140 g,canned-fish,4,35.78
2024-05-10,Piña,fruits-vegetables,23,24.98
2024-05-10,Huevo blanco 12 pzas,eggs,16,68.09
2024-05-10,Jitomate bola fresco,fresh-tomato,5,75.91
2024-05-10,Uva,fruits-vegetables,11,34.97
2024-05-10,Café molido 250 g,coffee-ground,0,16.25
2024-05-10,Queso cottage 200 g,cheese-fresh,14,19.98
2024-05-10,Té verde 25 sobres,tea-bags,4,38.91
2024-05-10,Sal yodada 1 kg,salt,1,29.54
2024-05-10,Tomate triturado 400 g,canned-tomato,2,44.45
2024-05-10,Sal fina 750 g,salt,2,39.02
2024-05-10,Arroz blanco 500 g,rice-white-dry,5,28.85
2024-05-10,Queso gouda 300 g,cheese-hard,5,60.09
2024-05-10,Pasta fusilli 500 g,pasta-dry,3,25.28
2024-05-10,Pasta espagueti 500 g,pasta-dry,3,56.02
2024-05-10,Jitomate saladet fresco,fresh-tomato,17,35.41
2024-05-10,Refresco limón 600 ml,soft-drinks,13,17.47
2024-05-10,Yoghurt griego 150 g,yogurt,6,48.72
2024-05-10,Chícharo,fruits-vegetables,61,29.3
2024-05-10,Huevo blanco 12 pzas,eggs,13,34.76
2024-05-10,Yoghurt natural 125 g,yogurt,18,28.41
2024-05-10,Cebolla,fruits-vegetables,246,21.02
2024-05-10,Galletas de chocolate 110 g,cookies,9,25.54
2024-05-10,Galletas Marías 170 g,cookies,7,36.03
2024-05-10,Leche semidescremada UHT 1L,milk-uht,4,56.36
2024-05-10,Plátano,fruits-vegetables,104,29.35
2024-05-10,Pan multigrano 680 g,bread-packaged,6,31.27
2024-05-10,Atún en aceite 140 g,canned-fish,11,44.17
2024-05-10,Detergente líquido 1 L,household-detergent,4,33.68
2024-05-10,Cereal de avena 450 g,cereal-box,0,44.92
2024-05-10,Queso panela 400 g,cheese-fresh,26,40.76
2024-05-10,Atún en agua 140 g,canned-fish,8,53.24
2024-05-10,Té negro 20 sobres,tea-bags,4,24.63
2024-05-10,Aceite vegetal 1 L,oil-vegetable,2,26.51
2024-05-10,Helado vainilla 1 L,ice-cream,13,73.92
2024-05-10,Café molido 500 g,coffee-ground,2,41.12
2024-05-10,Tapa para vaso unicel 1 L 50 pzas,disposable-lids,0,17.27
2024-05-10,Ajo,fruits-vegetables,57,29.54
2024-05-10,Azúcar estándar 2 kg,sugar-white,5,18.2
2024-05-10,Chuleta de cerdo 1 kg,pork-fresh,10,52.52
2024-05-10,Sardinas en salsa 155 g,canned-fish,4,38.51
2024-05-10,Brócoli congelado 500 g,frozen-vegetables,14,27.38
2024-05-10,Jugo de naranja 1 L,juice-box,16,29.95
2024-05-10,Lima,fruits-vegetables,14,29.36
2024-05-10,Totopos 200 g,chips,3,35.87
2024-05-10,Refresco limón 600 ml,soft-drinks,8,29.19
2024-05-10,Diezmillo de res 1 kg,beef-fresh,16,60.11
2024-05-10,Frijol pinto 1 kg,beans-dry,4,11.34
2024-05-10,Café molido 250 g,coffee-ground,3,14.52
2024-05-10,Chile poblano,fruits-vegetables,3,31.79
2024-05-10,Tenedores de plástico blanco 50 pzas,disposable-cutlery,0,62.36
2024-05-10,Diezmillo de res 1 kg,beef-fresh,13,61.55
2024-05-10,Verduras mixtas congeladas 1 kg,frozen-vegetables,13,44.49
2024-05-10,Queso cottage 200 g,cheese-fresh,7,72.39
2024-05-10,Verduras mixtas congeladas 1 kg,frozen-vegetables,29,63.59
2024-05-11,Detergente líquido 1 L,household-detergent,7,30.27
2024-05-11,Plato térmico unicel No. 8 25 pzas,disposable-plates,2,50.72
2024-05-11,Helado vainilla 1 L,ice-cream,10,83.9
2024-05-11,Toallas femeninas flujo abundante 10 pzas,personal-care,2,53.32
2024-05-11,Papas fritas clásicas 170 g,chips,4,15.46
2024-05-11,Frijol pinto 1 kg,beans-dry,3,16.9
2024-05-11,Néctar de durazno 1 L,juice-box,23,39.22
2024-05-11,Galletas Marías 170 g,cookies,12,45.77
2024-05-11,Queso gouda 300 g,cheese-hard,3,78.2
2024-05-11,Queso cottage 200 g,cheese-fresh,8,76.19
2024-05-11,Aceite vegetal 1 L,oil-vegetable,9,40.74
2024-05-11,Queso fresco 250 g,cheese-fresh,34,58.65
2024-05-11,Tomate verde (tomatillo),fruits-vegetables,283,21.25
2024-05-11,Calabacita,fruits-vegetables,43,19.4
2024-05-11,Café molido 250 g,coffee-ground,6,14.75
2024-05-11,Elote (maíz tierno),fruits-vegetables,55,30.33
2024-05-11,Tortillas de maíz 1 kg,tortillas-corn,16,22.71
2024-05-11,Diezmillo de res 1 kg,beef-fresh,12,76.45
2024-05-11,Frijoles enteros 560 g,canned-beans,23,25.28
2024-05-11,Tamarindo,fruits-vegetables,14,33.99
2024-05-11,Verduras mixtas congeladas 1 kg,frozen-vegetables,14,42.15
2024-05-11,Mandarina,fruits-vegetables,34,25.11
2024-05-11,Helado vainilla 1 L,ice-cream,15,46.65
2024-05-11,Café molido 250 g,coffee-ground,2,44.55
2024-05-11,Leche semidescremada UHT 1L,milk-uht,8,56.47
2024-05-11,Acelga,fruits-vegetables,51,33.94
2024-05-11,Zapote negro,fruits-vegetables,32,33.44
2024-05-11,Carne deshebrada enlatada 300 g,canned-meat,5,39.52
2024-05-11,Helado vainilla 1 L,ice-cream,8,83.15
2024-05-11,Frijol pinto 1 kg,beans-dry,6,11.01
2024-05-11,Chuleta de cerdo 1 kg,pork-fresh,26,26.37
2024-05-11,Tuna,fruits-vegetables,17,15.08
2024-05-11,Mamey,fruits-vegetables,37,25.52
2024-05-11,Galletas Marías 170 g,cookies,2,60.66
2024-05-11,Melón,fruits-vegetables,13,17.73
2024-05-11,Jitomate (tomate rojo),fruits-vegetables,202,21.34
2024-05-11,Sal yodada 1 kg,salt,8,30.25
2024-05-11,Ron Bacardí Blanco 750 ml,rum,0,22.48
2024-05-11,Huevo orgánico 18 pzas,eggs,11,64.53
2024-05-11,Sal fina 750 g,salt,7,33.91
2024-05-11,Refresco cola 600 ml,soft-drinks,13,32.4
2024-05-11,Totopos 200 g,chips,4,19.31
2024-05-11,Sal yodada 1 kg,salt,3,44.59
2024-05-11,Salsa Catsup 340 g,condiments,8,52.95
2024-05-11,Tortillas de harina 1 kg,tortillas-flour,5,26.34
2024-05-11,Pechuga de pollo fresca 1 kg,chicken-fresh,7,25.02
2024-05-11,Brócoli congelado 500 g,frozen-vegetables,4,28.95
2024-05-11,Queso panela 400 g,cheese-fresh,18,30.66
2024-05-11,Sal yodada 1 kg,salt,7,22.14
2024-05-11,Atún en aceite 140 g,canned-fish,6,20.72
2024-05-11,Queso cheddar 200 g,cheese-hard,22,71.87
2024-05-11,Helado vainilla 1 L,ice-cream,9,54.52
2024-05-11,Chuleta de cerdo 1 kg,pork-fresh,26,80.02
2024-05-11,Muslo de pollo 1 kg,chicken-fresh,16,26.48
2024-05-11,Jitomate bola fresco,fresh-tomato,12,51.4
2024-05-11,Azúcar blanca 1 kg,sugar-white,4,46.44
2024-05-11,Plato unicel hondo pozolero 20 pzas,disposable-plates,2,47.06
2024-05-11,Whisky Black & White 700 ml,whisky,6,55.88
2024-05-11,Aguacate Hass,avocado,13,39.43
2024-05-11,Sal fina 750 g,salt,6,47.04
2024-05-11,Encendedor desechable,lighter,5,40.76
2024-05-11,Queso manchego 200 g,cheese-hard,11,36.54
2024-05-11,Cereal de avena 450 g,cereal-box,2,49.08
2024-05-11,Ejote,fruits-vegetables,37,32.55
2024-05-11,Frijol negro 1 kg,beans-dry,5,34.88
2024-05-11,Salsa roja 210 g,salsa-jarred,2,10.81
2024-05-11,Té negro 20 sobres,tea-bags,2,49.87
2024-05-11,Aguacate Hass,avocado,34,59.47
2024-05-11,Tortillas de maíz 1 kg,tortillas-corn,9,23.14
2024-05-11,Tortillas de harina 1 kg,tortillas-flour,18,74.77
2024-05-11,Pañales etapa 4 40 pzas,baby-products,1,48.36
2024-05-11,Carne deshebrada enlatada 300 g,canned-meat,3,10.62
2024-05-11,Cereal de avena 450 g,cereal-box,1,38.62
2024-05-11,Chile poblano,fruits-vegetables,11,31.79
2024-05-11,Cucharas de plástico pastelero 50 pzas,disposable-cutlery,6,45.17
2024-05-11,Cereal de avena 450 g,cereal-box,4,50.01
2024-05-11,Frijoles enteros 560 g,canned-beans,18,47.46
2024-05-11,Pasta dental 75 ml,toothpaste,2,18.28
2024-05-11,Aguacate criollo,avocado,14,54.99
2024-05-11,Granada roja,fruits-vegetables,14,26.54
2024-05-11,Carne deshebrada enlatada 300 g,canned-meat,4,16.82
2024-05-11,Refresco Coca-Cola 2.5 L,soda,1,13.34
2024-05-11,Jamón enlatado 200 g,canned-meat,12,22.74
2024-05-11,Refresco cola 600 ml,soft-drinks,1,44.05
2024-05-11,Tortillas de maíz 500 g,tortillas-corn,40,29.49
2024-05-11,Bistec de res 1 kg,beef-fresh,23,52.25
2024-05-11,Frijoles enteros 560 g,canned-beans,22,73.6
2024-05-11,Café molido 500 g,coffee-ground,5,37.79
2024-05-11,Papaya,fruits-vegetables,185,33.79
2024-05-11,Vasos desechables plástico 500 ml 20 pzas,disposable-cups,18,44.56
2024-05-11,Huevo blanco 12 pzas,eggs,11,49.01
2024-05-11,Helado vainilla 1 L,ice-cream,18,74.25
2024-05-11,Aceite vegetal 1 L,oil-vegetable,10,53.83
2024-05-11,Lechuga,fruits-vegetables,22,15.42
2024-05-11,Sardinas en salsa 155 g,canned-fish,15,47.37
2024-05-11,Papas fritas clásicas 170 g,chips,9,9.84
2024-05-11,Charola unicel para carne 50 pzas,disposable-trays,1,42.01
2024-05-11,Pepino,fruits-vegetables,38,20.82
2024-05-11,Jamón enlatado 200 g,canned-meat,8,25.84
2024-05-11,Sandía,fruits-vegetables,59,17.77
2024-05-11,Café molido 500 g,coffee-ground,2,33.91
2024-05-11,Aceite vegetal 1 L,oil-vegetable,2,34.15
2024-05-11,Verdolaga,fruits-vegetables,62,28.16
2024-05-11,Frijol pinto 1 kg,beans-dry,3,48.03
2024-05-11,Azúcar blanca 1 kg,sugar-white,5,58.88
2024-05-11,Carne deshebrada enlatada 300 g,canned-meat,4,49.56
2024-05-11,Queso gouda 300 g,cheese-hard,35,43.47
2024-05-11,Salsa verde 210 g,salsa-jarred,10,39.93
2024-05-11,Huevo orgánico 18 pzas,eggs,4,46.36
2024-05-11,Shampoo restauración 400 ml,shampoo,18,23.2
2024-05-11,Berenjena,fruits-vegetables,65,20.14
2024-05-11,Huevo orgánico 18 pzas,eggs,3,31.16
2024-05-11,Cereal de maíz 500 g,cereal-box,1,13.56
2024-05-11,Aguacate criollo,avocado,25,51.07
2024-05-11,Sal yodada 1 kg,salt,8,40.5
2024-05-11,Salsa roja 210 g,salsa-jarred,10,39.91
2024-05-11,Coliflor,fruits-vegetables,49,31.15
2024-05-11,Té negro 20 sobres,tea-bags,14,57.79
2024-05-11,Jugo de naranja 1 L,juice-box,5,26.3
2024-05-11,Mayonesa McCormick 390 g,condiments,7,49.93
2024-05-11,Vasos desechables unicel 500 ml 20 pzas,disposable-cups,6,15.23
2024-05-11,Chayote,fruits-vegetables,61,31.92
2024-05-11,Leche semidescremada UHT 1L,milk-uht,5,25.18
2024-05-11,Manzana,fruits-vegetables,8,33.13
2024-05-11,Aceite vegetal 1 L,oil-vegetable,1,27.18
2024-05-11,Atún en aceite 140 g,canned-fish,12,41.21
2024-05-11,Refresco limón 600 ml,soft-drinks,3,40.21
2024-05-11,Pera,fruits-vegetables,14,34.59
2024-05-11,Higo,fruits-vegetables,13,34.91
2024-05-11,Café molido 250 g,coffee-ground,2,41.79
2024-05-11,Sal fina 750 g,salt,5,16.05
2024-05-11,Té verde 25 sobres,tea-bags,8,21.65
2024-05-11,Vodka Smirnoff 750 ml,vodka,2,47.33
2024-05-11,Col (repollo),fruits-vegetables,48,18.58
2024-05-11,Leche descremada UHT 1L,milk-uht,4,56.49
2024-05-11,Néctar de durazno 1 L,juice-box,21,33.9
2024-05-11,Zanahoria,fruits-vegetables,31,16.05
